Codebook vartype=0 if continuous; 1 if categorical and 2 if ordinal,,,,,,,yellow=vars that have no relationship with re-education (weights etc.)
,storage,display,value,,,,red=vars to do with current studying 
arg14_10,byte,%50.0g,ARG,Person 14 is the (relationship) of person 10,1,,
arg14_11,byte,%50.0g,ARG,Person 14 is the (relationship) of person 11,1,,
arg14_12,byte,%50.0g,ARG,Person 14 is the (relationship) of person 12,1,,
arg14_13,byte,%50.0g,ARG,Person 14 is the (relationship) of person 13,1,,
arg15_01,byte,%50.0g,ARG,Person 15 is the (relationship) of person 01,1,,
arg15_02,byte,%50.0g,ARG,Person 15 is the (relationship) of person 02,1,,
arg15_03,byte,%50.0g,ARG,Person 15 is the (relationship) of person 03,1,,
arg15_04,byte,%50.0g,ARG,Person 15 is the (relationship) of person 04,1,,
arg15_05,byte,%50.0g,ARG,Person 15 is the (relationship) of person 05,1,,
arg15_06,byte,%50.0g,ARG,Person 15 is the (relationship) of person 06,1,,
arg15_07,byte,%50.0g,ARG,Person 15 is the (relationship) of person 07,1,,
arg15_08,byte,%50.0g,ARG,Person 15 is the (relationship) of person 08,1,,
arg15_09,byte,%50.0g,ARG,Person 15 is the (relationship) of person 09,1,,
arg15_10,byte,%50.0g,ARG,Person 15 is the (relationship) of person 10,1,,
arg15_11,byte,%50.0g,ARG,Person 15 is the (relationship) of person 11,1,,
arg15_12,byte,%50.0g,ARG,Person 15 is the (relationship) of person 12,1,,
arg15_13,byte,%50.0g,ARG,Person 15 is the (relationship) of person 13,1,,
arg15_14,byte,%50.0g,ARG,Person 15 is the (relationship) of person 14,1,,
arg16_01,byte,%50.0g,ARG,Person 16 is the (relationship) of person 01,1,,
arg16_02,byte,%50.0g,ARG,Person 16 is the (relationship) of person 02,1,,
arg16_03,byte,%50.0g,ARG,Person 16 is the (relationship) of person 03,1,,
arg16_04,byte,%50.0g,ARG,Person 16 is the (relationship) of person 04,1,,
arg16_05,byte,%50.0g,ARG,Person 16 is the (relationship) of person 05,1,,
arg16_06,byte,%50.0g,ARG,Person 16 is the (relationship) of person 06,1,,
arg16_07,byte,%50.0g,ARG,Person 16 is the (relationship) of person 07,1,,
arg16_08,byte,%50.0g,ARG,Person 16 is the (relationship) of person 08,1,,
arg16_09,byte,%50.0g,ARG,Person 16 is the (relationship) of person 09,1,,
arg16_10,byte,%50.0g,ARG,Person 16 is the (relationship) of person 10,1,,
arg16_11,byte,%50.0g,ARG,Person 16 is the (relationship) of person 11,1,,
arg16_12,byte,%50.0g,ARG,Person 16 is the (relationship) of person 12,1,,
arg16_13,byte,%50.0g,ARG,Person 16 is the (relationship) of person 13,1,,
arg16_14,byte,%50.0g,ARG,Person 16 is the (relationship) of person 14,1,,
arg16_15,byte,%50.0g,ARG,Person 16 is the (relationship) of person 15,1,,
arg17_01,byte,%50.0g,ARG,Person 17 is the (relationship) of person 01,1,,
arg17_02,byte,%50.0g,ARG,Person 17 is the (relationship) of person 02,1,,
arg17_03,byte,%50.0g,ARG,Person 17 is the (relationship) of person 03,1,,
arg17_04,byte,%50.0g,ARG,Person 17 is the (relationship) of person 04,1,,
arg17_05,byte,%50.0g,ARG,Person 17 is the (relationship) of person 05,1,,
arg17_06,byte,%50.0g,ARG,Person 17 is the (relationship) of person 06,1,,
arg17_07,byte,%50.0g,ARG,Person 17 is the (relationship) of person 07,1,,
arg17_08,byte,%50.0g,ARG,Person 17 is the (relationship) of person 08,1,,
arg17_09,byte,%50.0g,ARG,Person 17 is the (relationship) of person 09,1,,
arg17_10,byte,%50.0g,ARG,Person 17 is the (relationship) of person 10,1,,
arg17_11,byte,%50.0g,ARG,Person 17 is the (relationship) of person 11,1,,
arg17_12,byte,%50.0g,ARG,Person 17 is the (relationship) of person 12,1,,
arg17_13,byte,%50.0g,ARG,Person 17 is the (relationship) of person 13,1,,
arg17_14,byte,%50.0g,ARG,Person 17 is the (relationship) of person 14,1,,
arg17_15,byte,%50.0g,ARG,Person 17 is the (relationship) of person 15,1,,
arg17_16,byte,%50.0g,ARG,Person 17 is the (relationship) of person 16,1,,
arg18_01,byte,%50.0g,ARG,Person 18 is the (relationship) of person 01,1,,
arg18_02,byte,%50.0g,ARG,Person 18 is the (relationship) of person 02,1,,
arg18_03,byte,%50.0g,ARG,Person 18 is the (relationship) of person 03,1,,
arg18_04,byte,%50.0g,ARG,Person 18 is the (relationship) of person 04,1,,
arg18_05,byte,%50.0g,ARG,Person 18 is the (relationship) of person 05,1,,
arg18_06,byte,%50.0g,ARG,Person 18 is the (relationship) of person 06,1,,
arg18_07,byte,%50.0g,ARG,Person 18 is the (relationship) of person 07,1,,
arg18_08,byte,%50.0g,ARG,Person 18 is the (relationship) of person 08,1,,
arg18_09,byte,%50.0g,ARG,Person 18 is the (relationship) of person 09,1,,
arg18_10,byte,%50.0g,ARG,Person 18 is the (relationship) of person 10,1,,
arg18_11,byte,%50.0g,ARG,Person 18 is the (relationship) of person 11,1,,
arg18_12,byte,%50.0g,ARG,Person 18 is the (relationship) of person 12,1,,
arg18_13,byte,%50.0g,ARG,Person 18 is the (relationship) of person 13,1,,
arg18_14,byte,%50.0g,ARG,Person 18 is the (relationship) of person 14,1,,
arg18_15,byte,%50.0g,ARG,Person 18 is the (relationship) of person 15,1,,
arg18_16,byte,%50.0g,ARG,Person 18 is the (relationship) of person 16,1,,
arg18_17,byte,%50.0g,ARG,Person 18 is the (relationship) of person 17,1,,
arg19_01,byte,%50.0g,ARG,Person 19 is the (relationship) of person 01,1,,
arg19_02,byte,%50.0g,ARG,Person 19 is the (relationship) of person 02,1,,
arg19_03,byte,%50.0g,ARG,Person 19 is the (relationship) of person 03,1,,
arg19_04,byte,%50.0g,ARG,Person 19 is the (relationship) of person 04,1,,
arg19_05,byte,%50.0g,ARG,Person 19 is the (relationship) of person 05,1,,
arg19_06,byte,%50.0g,ARG,Person 19 is the (relationship) of person 06,1,,
arg19_07,byte,%50.0g,ARG,Person 19 is the (relationship) of person 07,1,,
arg19_08,byte,%50.0g,ARG,Person 19 is the (relationship) of person 08,1,,
arg19_09,byte,%50.0g,ARG,Person 19 is the (relationship) of person 09,1,,
arg19_10,byte,%50.0g,ARG,Person 19 is the (relationship) of person 10,1,,
arg19_11,byte,%50.0g,ARG,Person 19 is the (relationship) of person 11,1,,
arg19_12,byte,%50.0g,ARG,Person 19 is the (relationship) of person 12,1,,
arg19_13,byte,%50.0g,ARG,Person 19 is the (relationship) of person 13,1,,
arg19_14,byte,%50.0g,ARG,Person 19 is the (relationship) of person 14,1,,
arg19_15,byte,%50.0g,ARG,Person 19 is the (relationship) of person 15,1,,
arg19_16,byte,%50.0g,ARG,Person 19 is the (relationship) of person 16,1,,
arg19_17,byte,%50.0g,ARG,Person 19 is the (relationship) of person 17,1,,
arg19_18,byte,%50.0g,ARG,Person 19 is the (relationship) of person 18,1,,
arg20_01,byte,%50.0g,ARG,Person 20 is the (relationship) of person 01,1,,
arg20_02,byte,%50.0g,ARG,Person 20 is the (relationship) of person 02,1,,
arg20_03,byte,%50.0g,ARG,Person 20 is the (relationship) of person 03,1,,
arg20_04,byte,%50.0g,ARG,Person 20 is the (relationship) of person 04,1,,
arg20_05,byte,%50.0g,ARG,Person 20 is the (relationship) of person 05,1,,
arg20_06,byte,%50.0g,ARG,Person 20 is the (relationship) of person 06,1,,
arg20_07,byte,%50.0g,ARG,Person 20 is the (relationship) of person 07,1,,
arg20_08,byte,%50.0g,ARG,Person 20 is the (relationship) of person 08,1,,
arg20_09,byte,%50.0g,ARG,Person 20 is the (relationship) of person 09,1,,
arg20_10,byte,%50.0g,ARG,Person 20 is the (relationship) of person 10,1,,
arg20_11,byte,%50.0g,ARG,Person 20 is the (relationship) of person 11,1,,
arg20_12,byte,%50.0g,ARG,Person 20 is the (relationship) of person 12,1,,
arg20_13,byte,%50.0g,ARG,Person 20 is the (relationship) of person 13,1,,
arg20_14,byte,%50.0g,ARG,Person 20 is the (relationship) of person 14,1,,
arg20_15,byte,%50.0g,ARG,Person 20 is the (relationship) of person 15,1,,
arg20_16,byte,%50.0g,ARG,Person 20 is the (relationship) of person 16,1,,
arg20_17,byte,%50.0g,ARG,Person 20 is the (relationship) of person 17,1,,
arg20_18,byte,%50.0g,ARG,Person 20 is the (relationship) of person 18,1,,
arg20_19,byte,%50.0g,ARG,Person 20 is the (relationship) of person 19,1,,
adotype,byte,%63.0g,ADOTYPE,HFL1 Interviewer recorded dwelling type,1,,
adocond,byte,%51.0g,ADOCOND,HFL2 Record external condition of dwelling,1,,
adolgni,byte,%30.0g,ANOYES,HFL3 Dwelling security - Locked gate (no intercom access),1,,
adolgi,byte,%30.0g,ANOYES,HFL3 Dwelling security - Locked door/gate (with intercom access),1,,
adosg,byte,%30.0g,ANOYES,HFL3 Dwelling security - Security guard/doorman/on-site manager/gatekeeper,1,,
adosd,byte,%30.0g,ANOYES,HFL3 Dwelling security - Security door,1,,
adonts,byte,%30.0g,ANOYES,HFL3 Dwelling security - No trespassing sign,1,,
adobdog,byte,%30.0g,ANOYES,HFL3 Dwelling security - Beware of dog sign,1,,
adoddog,byte,%30.0g,ANOYES,HFL3 Dwelling security - Evidence of a dangerous dog (i.e. witnessing it),1,,
adonjm,byte,%30.0g,ANOYES,HFL3 Dwelling security - No junk mail/no hawkers sign,1,,
adonws,byte,%30.0g,ANOYES,HFL3 Dwelling security - Neighbourhood watch sign,1,,
adobar,byte,%30.0g,ANOYES,HFL3 Dwelling security - Bars on windows,1,,
adosecna,byte,%30.0g,ANOYES,HFL3 Dwelling security - No answer,1,,
adosecno,byte,%30.0g,ANOYES,HFL3 Dwelling security - None of the above,1,,
adohrise,byte,%44.0g,ADOHRISE,HFL4 How many high rise blocks of flats visible from where you are standing,2,,
adorirea,byte,%40.0g,ADORREA,HF Initial stage refusal reason,1,0,
adorisex,byte,%30.0g,ASEX,HFLC Sex of IF refuser,1,0,
adoriage,byte,%30.0g,ADORAGE,HFLC Age of IF refuser,2,0,
adorfrea,byte,%40.0g,ADORREA,HF Follow-up stage refusal reason,1,0,
adorfsex,byte,%30.0g,ASEX,HFLC Sex of FU refuser,1,0,
adorfage,byte,%30.0g,ADORAGE,HFLC Age of FU refuser,2,0,
ahhcompi,str10,%10s,,HF Initial stage date completed HF,2,0,
ahhcompf,str10,%10s,,HF Follow-up stage date completed HF,2,0,
ahhp1,str2,%2s,,HQ ID of person providing most of the information for Household Questionnaire,1,,
ahhtitle,str5,%9s,,HQ Title of person providing most of the information for this form,1,,
ahhp2,str2,%2s,,HQ ID of 1st other person providing information for Household Questionnaire,1,,
ahhp3,str2,%2s,,HQ ID of 2nd other person providing information for Household Questionnaire,1,,
acccinhh,byte,%30.0g,AYESNO,Q1 Any children aged 14 or less,1,,
acca1,str2,%2s,,Q2 1st Person ID Primary responsibility for organising childcare,1,,
acca2,str2,%2s,,Q2 2nd Person Primary responsibility for organising childcare,1,,
accuseth,byte,%60.0g,ACCUSETH,Q3 Used/Thought about using any of (SHOWCARD) forms of child care so you can und,1,,
accdifgq,byte,%30.0g,ACCDIF,Q4a Difficulty in last 12 months - finding good quality child care,2,,
accdifrp,byte,%30.0g,ACCDIF,Q4b Difficulty in last 12 months - finding the right person to take care of my c,2,,
accdifhr,byte,%30.0g,ACCDIF,Q4c Difficulty in last 12 months - getting care for the hours needed,2,,
accdifsc,byte,%30.0g,ACCDIF,Q4d Difficulty in last 12 months - finding care for a sick child,2,,
accdifdh,byte,%30.0g,ACCDIF,Q4e Difficulty in last 12 months - finding care during the school holidays,2,,
accdifcs,byte,%30.0g,ACCDIF,Q4f Difficulty in last 12 months - with the cost of child care,2,,
accdifjm,byte,%30.0g,ACCDIF,Q4g Difficulty in last 12 months - juggling multiple child care arrangements,2,,
accdifds,byte,%30.0g,ACCDIF,Q4h Difficulty in last 12 months - finding care for a difficult or special needs,2,,
accdifcc,byte,%30.0g,ACCDIF,Q4j Difficulty in last 12 months - finding a place at the child care centre of c,2,,
accdifrl,byte,%30.0g,ACCDIF,Q4k Difficulty in last 12 months - finding a child care centre in the right loca,2,,
accdifch,byte,%30.0g,ACCDIF,Q4m Difficulty in last 12 months - finding care my children are happy with,2,,
accwork,byte,%30.0g,ACCWORK,Q5 Are all the people with IDs recorded at Q2 employed?,2,,
acsany,byte,%32.0g,ACSANY,Q6 Uses child care while at work - Whether have children at school,2,,
acsno,byte,%30.0g,ANUM,Q7 Uses child care while at work - Number of school-aged children,0,,
acsctc,int,%30.0g,ANUM,"DV: Child care total cost ($) for all school age children during term, across al",0,,
acsu_me,byte,%30.0g,AUSED,DV: Q7 Child care used - Me or my partner - Any school-age child - during term -,1,,
acsu_bs,byte,%30.0g,AUSED,DV: Q7 Child care used - The childs brother or sister - Any school-age child - d,1,,
acsu_sf,byte,%30.0g,AUSED,DV: Q7 Child care used - Child looks after self - Any school-age child - during,1,,
acsu_wp,byte,%30.0g,AUSED,DV: Q7 Child care used - Child comes to my workplace - Any school-age child - du,1,,
acsu_os,byte,%30.0g,AUSED,DV: Q7 Child care used - Out of hours care at childs school - Any school-age chi,1,,
acsu_oe,byte,%30.0g,AUSED,DV: Q7 Child care used - Out of hours care elsewhere - Any school-age child - du,1,,
acsu_ru,byte,%30.0g,AUSED,DV: Q7 Child care used - A relative who lives with us - Any school-age child - d,1,,
acsu_re,byte,%30.0g,AUSED,DV: Q7 Child care used - A relative who lives elsewhere - Any school-age child -,1,,
acsu_fo,byte,%30.0g,AUSED,DV: Q7 Child care used - A friend or neighbour coming to our home - Any school-a,1,,
acsu_ft,byte,%30.0g,AUSED,DV: Q7 Child care used - A friend or neighbour in their home - Any school-age ch,1,,
acsu_ps,byte,%30.0g,AUSED,DV: Q7 Child care used - A paid sitter or nanny - Any school-age child - during,1,,
acsu_fd,byte,%30.0g,AUSED,DV: Q7 Child care used - Family day care - Any school-age child - during term -,1,,
acsu_o1,byte,%30.0g,AUSED,DV: Q7 Child care used - Other 1 - Any school-age child - during term - while pa,1,,
acsu_o2,byte,%30.0g,AUSED,DV: Q7 Child care used - Other 2 - Any school-age child - during term - while pa,1,,
acsu_op,byte,%30.0g,AUSED,DV: Q7 Child care used - Other parent not living in household/expartner - Any sc,1,,
acsu_br,byte,%30.0g,AUSED,DV: Q7 Child care used - Not applicable - Boarding school - Any school-age child,1,,
acsu_na,byte,%30.0g,AUSED,DV: Q7 Child care used - Not answered - Any school-age child - during term - whi,1,,
acsh_bs,byte,%30.0g,ANUM,DV: Q7 Total hours pw - The childs brother or sister - All school-age children -,0,,
acsh_sf,byte,%30.0g,ANUM,DV: Q7 Total hours pw - Child looks after self - All school-age children - durin,0,,
acsh_wp,byte,%30.0g,ANUM,DV: Q7 Total hours pw - Child comes to my workplace - All school-age children -,0,,
acsh_os,byte,%30.0g,ANUM,DV: Q7 Total hours pw - Out of hours care at childs school - All school-age chil,0,,
acsh_oe,byte,%30.0g,ANUM,DV: Q7 Total hours pw - Out of hours care elsewhere - All school-age children -,0,,
acsh_ru,byte,%30.0g,ANUM,DV: Q7 Total hours pw - A relative who lives with us - All school-age children -,0,,
acsh_re,int,%30.0g,ANUM,DV: Q7 Total hours pw - A relative who lives elsewhere - All school-age children,0,,
acsh_fo,byte,%30.0g,ANUM,DV: Q7 Total hours pw - A friend or neighbour coming to our home - All school-ag,0,,
acsh_ft,byte,%30.0g,ANUM,DV: Q7 Total hours pw - A friend or neighbour in their home - All school-age chi,0,,
acsh_ps,byte,%30.0g,ANUM,DV: Q7 Total hours pw - A paid sitter or nanny - All school-age children - durin,0,,
acsh_fd,byte,%30.0g,ANUM,DV: Q7 Total hours pw - Family day care - All school-age children - during term,0,,
acsh_o1,byte,%30.0g,ANUM,DV: Q7 Total hours pw - Other 1 - All school-age children - during term - while,0,,
acsh_o2,byte,%30.0g,ANUM,DV: Q7 Total hours pw - Other 2 - All school-age children - during term - while,0,,
acsc_wp,byte,%30.0g,ANUM,DV: Q7 Total cost pw - All school age children - Child comes to workplace - duri,0,,
acsc_os,byte,%30.0g,ANUM,DV: Q7 Total cost pw - All school age children - Out of hours care at childs sch,0,,
acsc_oe,int,%30.0g,ANUM,DV: Q7 Total cost pw - All school age children - Out of hours care elsewhere - d,0,,
acsc_ru,byte,%30.0g,ANUM,DV: Q7 Total cost pw - All school age children - A relative who lives with us -,0,,
acsc_re,byte,%30.0g,ANUM,DV: Q7 Total cost pw - All school age children - A relative who lives elsewhere,0,,
acsc_fo,byte,%30.0g,ANUM,DV: Q7 Total cost pw - All school age children - A friend or neighbour coming to,0,,
acsc_ft,byte,%30.0g,ANUM,DV: Q7 Total cost pw - All school age children - A friend or neighbour in their,0,,
acsc_ps,int,%30.0g,ANUM,DV: Q7 Total cost pw - All school age children - A paid sitter or nanny - during,0,,
acsc_fd,byte,%30.0g,ANUM,DV: Q7 Total cost pw - All school age children - Family day care - during term -,0,,
acsc_o1,byte,%30.0g,ANUM,DV: Q7 Total cost pw - All school age children - Other 1 - during term - while p,0,,
acsc_o2,byte,%30.0g,ANUM,DV: Q7 Total cost pw - All school age children - Other 2 - during term - while p,0,,
achctc,int,%30.0g,ANUM,DV: Child care total cost ($) for all school age children during school holidays,0,,
achu_me,byte,%30.0g,AUSED,DV: Q8 Child care used - Me or my partner - Any school-age child - during school,1,,
achu_bs,byte,%30.0g,AUSED,DV: Q8 Child care used - The childs brother or sister - Any school-age child - d,1,,
achu_sf,byte,%30.0g,AUSED,DV: Q8 Child care used - Child looks after self - Any school-age child - during,1,,
achu_wp,byte,%30.0g,AUSED,DV: Q8 Child care used - Child comes to my workplace - Any school-age child - du,1,,
achu_vs,byte,%30.0g,AUSED,DV: Q8 Child care used - Vacation care at childs school - Any school-age child -,1,,
achu_ve,byte,%30.0g,AUSED,DV: Q8 Child care used - Vacation care elsewhere - Any school-age child - during,1,,
achu_ru,byte,%30.0g,AUSED,DV: Q8 Child care used - A relative who lives with us - Any school-age child - d,1,,
achu_re,byte,%30.0g,AUSED,DV: Q8 Child care used - A relative who lives elsewhere - Any school-age child -,1,,
achu_fo,byte,%30.0g,AUSED,DV: Q8 Child care used - A friend or neighbour coming to our home - Any school-a,1,,
achu_ft,byte,%30.0g,AUSED,DV: Q8 Child care used - A friend or neighbour in their home - Any school-age ch,1,,
achu_ps,byte,%30.0g,AUSED,DV: Q8 Child care used - A paid sitter or nanny - Any school-age child - during,1,,
achu_fd,byte,%30.0g,AUSED,DV: Q8 Child care used - Family day care - Any school-age child - during school,1,,
achu_o1,byte,%30.0g,AUSED,DV: Q8 Child care used - Other 1 - Any school-age child - during school holidays,1,,
achu_o2,byte,%30.0g,AUSED,DV: Q8 Child care used - Other 2 - Any school-age child - during school holidays,1,,
achu_op,byte,%30.0g,AUSED,DV: Q8 Child care used - Other parent not living in household/expartner - Any sc,1,,
achu_br,byte,%30.0g,AUSED,DV: Q8 Child care used - Not applicable = Boarding school - Any school-age child,1,,
achu_na,byte,%30.0g,AUSED,DV: Q8 Child care used - Not answered - Any school-age child - during school hol,1,,
achh_bs,int,%30.0g,ANUM,DV: Q8 Total hours pw - The childs brother or sister - All school-age children -,0,,
achh_sf,int,%30.0g,ANUM,DV: Q8 Total hours pw - Child looks after self - All school-age children - durin,0,,
achh_wp,byte,%30.0g,ANUM,DV: Q8 Total hours pw - Child comes to my workplace - All school-age children -,0,,
achh_vs,int,%30.0g,ANUM,DV: Q8 Total hours pw - Vacation care at childs school - All school-age children,0,,
achh_ve,int,%30.0g,ANUM,DV: Q8 Total hours pw - Vacation care elsewhere - All school-age children - duri,0,,
achh_ru,int,%30.0g,ANUM,DV: Q8 Total hours pw - A relative who lives with us - All school-age children -,0,,
achh_re,int,%30.0g,ANUM,DV: Q8 Total hours pw - A relative who lives elsewhere - All school-age children,0,,
achh_fo,byte,%30.0g,ANUM,DV: Q8 Total hours pw - A friend or neighbour coming to our home - All school-ag,0,,
achh_ft,int,%30.0g,ANUM,DV: Q8 Total hours pw - A friend or neighbour in their home - All school-age chi,0,,
achh_ps,int,%30.0g,ANUM,DV: Q8 Total hours pw - A paid sitter or nanny - All school-age children - durin,0,,
achh_fd,int,%30.0g,ANUM,DV: Q8 Total hours pw - Family day care - All school-age children - during schoo,0,,
achh_o1,int,%30.0g,ANUM,DV: Q8 Total hours pw - Other 1 - All school-age children - during school holida,0,,
achh_o2,byte,%30.0g,ANUM,DV: Q8 Total hours pw - Other 2 - All school-age children - during school holida,0,,
achc_wp,byte,%30.0g,ANUM,DV: Q8 Total cost pw - All school age children - Child comes to workplace - duri,0,,
achc_vs,int,%30.0g,ANUM,DV: Q8 Total cost pw - All school age children - Vacation care at childs school,0,,
achc_ve,int,%30.0g,ANUM,DV: Q8 Total cost pw - All school age children - Vacation care elsewhere - durin,0,,
achc_ru,byte,%30.0g,ANUM,DV: Q8 Total cost pw - All school age children - A relative who lives with us -,0,,
achc_re,byte,%30.0g,ANUM,DV: Q8 Total cost pw - All school age children - A relative who lives elsewhere,0,,
achc_fo,byte,%30.0g,ANUM,DV: Q8 Total cost pw - All school age children - A friend or neighbour coming to,0,,
achc_ft,int,%30.0g,ANUM,DV: Q8 Total cost pw - All school age children - A friend or neighbour in their,0,,
achc_ps,int,%30.0g,ANUM,DV: Q8 Total cost pw - All school age children - A paid sitter or nanny - during,0,,
achc_fd,int,%30.0g,ANUM,DV: Q8 Total cost pw - All school age children - Family day care - during school,0,,
